x,u,time_step,t
-10.0,0.0,0,0.0
-9.96,0.0,0,0.0
-9.92,0.0,0,0.0
-9.88,0.0,0,0.0
-9.84,0.0,0,0.0
-9.8,0.0,0,0.0
-9.76,0.0,0,0.0
-9.72,0.0,0,0.0
-9.68,0.0,0,0.0
-9.64,0.0,0,0.0
-9.6,0.0,0,0.0
-9.56,0.0,0,0.0
-9.52,0.0,0,0.0
-9.48,0.0,0,0.0
-9.44,0.0,0,0.0
-9.4,0.0,0,0.0
-9.36,0.0,0,0.0
-9.32,0.0,0,0.0
-9.28,0.0,0,0.0
-9.24,0.0,0,0.0
-9.2,0.0,0,0.0
-9.16,0.0,0,0.0
-9.12,0.0,0,0.0
-9.08,0.0,0,0.0
-9.04,0.0,0,0.0
-9.0,0.0,0,0.0
-8.96,0.0,0,0.0
-8.92,0.0,0,0.0
-8.879999999999999,0.0,0,0.0
-8.84,0.0,0,0.0
-8.8,0.0,0,0.0
-8.76,0.0,0,0.0
-8.72,0.0,0,0.0
-8.68,0.0,0,0.0
-8.64,0.0,0,0.0
-8.6,0.0,0,0.0
-8.56,0.0,0,0.0
-8.52,0.0,0,0.0
-8.48,0.0,0,0.0
-8.44,0.0,0,0.0
-8.4,0.0,0,0.0
-8.36,0.0,0,0.0
-8.32,0.0,0,0.0
-8.28,0.0,0,0.0
-8.24,0.0,0,0.0
-8.2,0.0,0,0.0
-8.16,0.0,0,0.0
-8.12,0.0,0,0.0
-8.08,0.0,0,0.0
-8.04,0.0,0,0.0
-8.0,0.0,0,0.0
-7.96,0.0,0,0.0
-7.92,0.0,0,0.0
-7.88,0.0,0,0.0
-7.84,0.0,0,0.0
-7.8,0.0,0,0.0
-7.76,0.0,0,0.0
-7.72,0.0,0,0.0
-7.68,0.0,0,0.0
-7.640000000000001,0.0,0,0.0
-7.6,0.0,0,0.0
-7.5600000000000005,0.0,0,0.0
-7.52,0.0,0,0.0
-7.48,0.0,0,0.0
-7.4399999999999995,0.0,0,0.0
-7.4,0.0,0,0.0
-7.359999999999999,0.0,0,0.0
